gender,description,link_color,profileimage,sidebar_color,text,cln_desc,cln_text,saved_image
male,"Director, Operations/Manufacturing",0084B4,https://pbs.twimg.com/profile_images/571265073616670720/4_7kMsas_normal.jpeg,C0DEED,"CBSNewYork: Tears, Trades And The Captain: Chronicling The Mets??? Wild Ride To The??Series https://t.co/GQROlJnyk4",director operations/manufacturing,cbsnewyork tears trades and the captain chronicling the mets?? wild ride to the??series https://t.co/gqroljnyk4,../img/4_7kMsas_normal.jpeg
male,Member of The Wilson Family and 50% of Duo: Damien Barber & Mike Wilson (I'm the Mike Wilson 50%!),0084B4,https://pbs.twimg.com/profile_images/587303117961699329/sbGEZYUx_normal.jpg,C0DEED,"Di Henderson is our Guest at The Welly Folk Club this coming Thursday, 29th October 2015, a very fine singer: https://t.co/PAGGBZmF06",member of the wilson family and 50 of duo damien barber mike wilson i'm the mike wilson 50%!),di henderson is our guest at the welly folk club this coming thursday 29th october 2015 a very fine singer https://t.co/paggbzmf06,../img/sbGEZYUx_normal.jpg
male,"BA in Journalism, Eastern Illinois University.  Work at Plastipak Packaging Inc. Hardline conservative/Tea Party.",2020FA,https://pbs.twimg.com/profile_images/448296173506293760/FuZw4Yb-_normal.jpeg,373737,Charlie's Angels Beauty Jaclyn Smith Turns 70 https://t.co/Pbeq4qqd0I via @eonline,ba in journalism eastern illinois university work at plastipak packaging inc hardline conservative/tea party.,charlie's angels beauty jaclyn smith turns 70 https://t.co/pbeq4qqd0i via eonline,../img/FuZw4Yb-_normal.jpeg
male,"Empowerment Specialist, Luminary, International Organizer, Master Orator/Scribe, National Visual Lecturer, Author. Father, Friend.",0084B4,https://pbs.twimg.com/profile_images/594591786649006081/gw31eyiS_normal.jpg,C0DEED,Hip Hop on a profound level. Where is hip hop and the music industry headed? Order today @ https://t.co/VdUcpcLDCl https://t.co/EYofwgMhHq,empowerment specialist luminary international organizer master orator/scribe national visual lecturer author father friend.,hip hop on a profound level where is hip hop and the music industry headed order today https://t.co/vducpcldcl https://t.co/eyofwgmhhq,../img/gw31eyiS_normal.jpg
male,"grumpy, snarky, this account doesn't like many things, lots of obsessive blathering into the ether... iconoclastic, playfully curmudgeonous, seriously absurd",0084B4,https://pbs.twimg.com/profile_images/656218632687656964/LKsMY2yv_normal.jpg,C0DEED,@OnlyTruthReign tweeting up @POTUS like what. I'm about to give the baby a nap but that's my afternoon activity. I wish I had more followers,grumpy snarky this account doesn't like many things lots of obsessive blathering into the ether.. iconoclastic playfully curmudgeonous seriously absurd,@onlytruthreign tweeting up potus like what i'm about to give the baby a nap but that's my afternoon activity i wish i had more followers,../img/LKsMY2yv_normal.jpg
female,I was born in Montagu,0084B4,https://pbs.twimg.com/profile_images/656781561019416576/8Xmdm8B4_normal.jpg,C0DEED,"@Andycuah @NayMaps he has a smile that blow girls away,I love the smile _???_???_???",i was born in montagu,"@andycuah naymaps he has a smile that blow girls away,i love the smile _???_???_???",../img/8Xmdm8B4_normal.jpg
male,"Personal account of employment law consultant  & single parent, for any random stuff.",0084B4,https://pbs.twimg.com/profile_images/2366036218/Karl__Mine__small__normal.jpg,C0DEED,"The second amendment - Labour's proposal to adjourn the #TaxCredits cuts - goes through. Not so dramatic as to reject the SI, but still big",personal account of employment law consultant single parent for any random stuff.,the second amendment labour's proposal to adjourn the taxcredits cuts goes through not so dramatic as to reject the si but still big,../img/Karl__Mine__small__normal.jpg
female,"Writer, prof, Vermonter, liberal",FF0000,https://pbs.twimg.com/profile_images/70817037/Ellie_workshop2_normal.jpg,F2E195,Gas man says we broke the seal on the stove door and now may die of carbon monoxide fumes. If it's not one thing. ..,writer prof vermonter liberal,gas man says we broke the seal on the stove door and now may die of carbon monoxide fumes if it's not one thing .,../img/Ellie_workshop2_normal.jpg
male,"???love my family ???I discus ideas ,Paradise to my right and Hell to my left ???",0084B4,https://pbs.twimg.com/profile_images/657808414039527424/0q4wQs75_normal.jpg,C0DEED,The World Health Organization report was compiled by 22 international experts. https://t.co/cExHdOf48a,???love my family ??i discus ideas paradise to my right and hell to my left ??,the world health organization report was compiled by 22 international experts https://t.co/cexhdof48a,../img/0q4wQs75_normal.jpg
female,"Mom of 3, LOVES @ccorrigan14, CrossFit=AWESOME , Bleed green #BobcatNation, Beach Lover, Marketing Director to the best company in the World!",93A644,https://pbs.twimg.com/profile_images/542666115621855232/N-EYarnG_normal.jpeg,EEEEEE,High marks in the grade cards for these 2 cuties!!!  Great job??_ https://t.co/DYLN34Ggy8,mom of 3 loves ccorrigan14 crossfit=awesome bleed green bobcatnation beach lover marketing director to the best company in the world!,high marks in the grade cards for these 2 cuties!! great job??_ https://t.co/dyln34ggy8,../img/N-EYarnG_normal.jpeg
male,Co-host of B1G Ten podcast @TheB1GShow & sports writer for AllMediaNY. Member of the NFL Draft Bible Famalia. Member of the Pro Football Writers Association.,0084B4,https://pbs.twimg.com/profile_images/618936601620676608/9w13Tiej_normal.jpg,FFFFFF,NFL: #Dolphins Dominate the #Texans - https://t.co/ZcfA6lYI8q,co-host of b1g ten podcast theb1gshow sports writer for allmediany member of the nfl draft bible famalia member of the pro football writers association.,nfl dolphins dominate the texans https://t.co/zcfa6lyi8q,../img/9w13Tiej_normal.jpg
male,"Django core developer, web/game programmer, pilot, archer, and misplaced Brit. Also run @aerastu and @depthbuf.",336699,https://pbs.twimg.com/profile_images/2823786181/7bb3b921ec50cc3eef7d420ecec6392f_normal.jpeg,32436E,@r4vi Going to virtualise Linux instead; no way a native install would cope with things like the detachable screen and two GPUs.,django core developer web/game programmer pilot archer and misplaced brit also run aerastu and depthbuf.,@r4vi going to virtualise linux instead no way a native install would cope with things like the detachable screen and two gpus.,../img/7bb3b921ec50cc3eef7d420ecec6392f_normal.jpeg
male,"Lifelong educator, author, coach and mentor to school superintendents, district administrative teams, and classroom teachers.",0084B4,https://pbs.twimg.com/profile_images/608733582182391809/3RSkYQ7Y_normal.jpg,C0DEED,Part 1: The Teacher???s??Heart https://t.co/LNJRBVKcsa,lifelong educator author coach and mentor to school superintendents district administrative teams and classroom teachers.,part 1 the teacher???s??heart https://t.co/lnjrbvkcsa,../img/3RSkYQ7Y_normal.jpg
female,"Once a Southern ballerina, now a big city lawyer and mother. Harboring a crush on Jon Bon Jovi since 1987.",0084B4,https://pbs.twimg.com/profile_images/378800000256226063/4c2ee906c7508d442801cd056e2ffcfd_normal.jpeg,C0DEED,@Wendy_Mc Dang it!! ::deletes title page of manuscript:: Back to the drawing board.,once a southern ballerina now a big city lawyer and mother harboring a crush on jon bon jovi since 1987.,@wendy_mc dang it! :deletes title page of manuscript: back to the drawing board.,../img/4c2ee906c7508d442801cd056e2ffcfd_normal.jpeg
female,"College Prep Expert, Blogger, Author, Love helping parents navigate the college maze (also enjoying grandparenthood at http://t.co/LLc0Thew1y)",1A5E59,https://pbs.twimg.com/profile_images/466257023265284096/Lnxn82XM_normal.jpeg,DCE0E0,7 Essay apps to help with the #college #essay https://t.co/InrPVWxERu,college prep expert blogger author love helping parents navigate the college maze also enjoying grandparenthood at http://t.co/llc0thew1y),7 essay apps to help with the college essay https://t.co/inrpvwxeru,../img/Lnxn82XM_normal.jpeg
male,"Winner: SOUTH RIBBLE BUSINESS IN THE COMMUNITY 2014.
 The independent business magazine for Leyland. . Part time comedian, MC and public speaker, owner of BB4B",0F0A0F,https://pbs.twimg.com/profile_images/459595744614162432/aujsVI-G_normal.jpeg,C0DEED,@BuckshawLeaflet Hello Harry hope all is well see you at the next @THEBB4B #Leylandhour,winner south ribble business in the community 2014 the independent business magazine for leyland part time comedian mc and public speaker owner of bb4b,@buckshawleaflet hello harry hope all is well see you at the next thebb4b leylandhour,../img/aujsVI-G_normal.jpeg
male,"Gym Guru, Snack Scoffer, Wine Quaffer, Vest Wearer, Word Wizard, Brent Adorer, Denim Donner, London Liver, Rhyme Reciter, Pun Prince, Queue Jumper, #RuleBreaker",0084B4,https://pbs.twimg.com/profile_images/591700854136274944/y7W3F2Zn_normal.jpg,C0DEED,"""What, you're taking @Fraggle85 to the opening night of #Spectre?! Wow, what a guy. You're incredible!""

Tell me about it.",gym guru snack scoffer wine quaffer vest wearer word wizard brent adorer denim donner london liver rhyme reciter pun prince queue jumper rulebreaker,"""what you're taking fraggle85 to the opening night of spectre? wow what a guy you're incredible! tell me about it.",../img/y7W3F2Zn_normal.jpg
male,"Curator, Publisher, Author (Niches: Social Media, Product Creation, Public Domain, Self-Help), Netpreneur, Researcher, Founder, Exec. Director of Nico Library.",0582AB,https://pbs.twimg.com/profile_images/3450884490/9ac6fb45bace9d8a69c7aa17cc6e5943_normal.jpeg,FFFFFF,The Digital Entrepreneur: The dream of building a business around digital products and services is as old as t... https://t.co/Gy6lVhO7w4,curator publisher author niches social media product creation public domain self-help) netpreneur researcher founder exec director of nico library.,the digital entrepreneur the dream of building a business around digital products and services is as old as t.. https://t.co/gy6lvho7w4,../img/9ac6fb45bace9d8a69c7aa17cc6e5943_normal.jpeg
female,Vintage Soul. Writer. Editorial Assistant for @MadameNoire,D65222,https://pbs.twimg.com/profile_images/646781675867734016/Rgj5qQI1_normal.jpg,FFFFFF,Living For The City: It???s Hard To Be A Polite Person In New York City: Instead of being courteous in the hopes... https://t.co/jCBLIefMt7,vintage soul writer editorial assistant for madamenoire,living for the city it???s hard to be a polite person in new york city instead of being courteous in the hopes.. https://t.co/jcbliefmt7,../img/Rgj5qQI1_normal.jpg
male,"While I might not be on topic architecturally, I guarantee the puns, parties, policy & Chicago Fire talk won' stop flowing out of me. My opinions are mine alone",0084B4,https://pbs.twimg.com/profile_images/1178746242/WhiteMediumPic_normal.jpg,A8C7F7,I still don't understand how the train line past Gillette Stadium isnt used for regular commuter service since it's on the way to Providence,while i might not be on topic architecturally i guarantee the puns parties policy chicago fire talk won stop flowing out of me my opinions are mine alone,i still don't understand how the train line past gillette stadium isnt used for regular commuter service since it's on the way to providence,../img/WhiteMediumPic_normal.jpg
female,"Love people, Love God! 
?_??",0084B4,https://pbs.twimg.com/profile_images/485982512049430528/3v8uTc_n_normal.jpeg,C0DEED,TODAY IS THE DAY! Let Dominos be your dinner plans for tonight in order??_ https://t.co/34d1WEuccy,love people love god ?_??,today is the day let dominos be your dinner plans for tonight in order??_ https://t.co/34d1weuccy,../img/3v8uTc_n_normal.jpeg
male,Videographer for @rfcrecords. UK/USA ??? Keep the faith.,0084B4,https://pbs.twimg.com/profile_images/462632012919361537/uK6kktl7_normal.jpeg,C0DEED,@SweetPete617 dang Pete you know all the life hacks,videographer for rfcrecords uk/usa ? keep the faith.,@sweetpete617 dang pete you know all the life hacks,../img/uK6kktl7_normal.jpeg
female,"Mindful global talk radio about health, wellness and lifestyle.",ABB8C2,https://pbs.twimg.com/profile_images/514367267346214912/ElQ7AX0Q_normal.jpeg,FFFFFF,#Thoughts that come in the #mind are perception based not reality based says Lisa Kamen: https://t.co/KztfxTxdaN,mindful global talk radio about health wellness and lifestyle.,#thoughts that come in the mind are perception based not reality based says lisa kamen https://t.co/kztfxtxdan,../img/ElQ7AX0Q_normal.jpeg
male,these are the good times... enjoy,0084B4,https://pbs.twimg.com/profile_images/607599090470252545/A9YRchV4_normal.jpg,C0DEED,@NBA excited to see the best athletes in the world compete in the most competitive sports league in the world #ThisIsWhyWePlay #sweepstakes,these are the good times.. enjoy,@nba excited to see the best athletes in the world compete in the most competitive sports league in the world thisiswhyweplay sweepstakes,../img/A9YRchV4_normal.jpg
female,It is not only fine feathers that make fine birds.,990000,https://pbs.twimg.com/profile_images/605635570509971458/cPq-67W7_normal.jpg,DFDFDF,The Modeling Industry Told This Girl Her Butt Is 'Way Too... https://t.co/JYyeUaSpnd https://t.co/wEhf7xTMLL,it is not only fine feathers that make fine birds.,the modeling industry told this girl her butt is way too.. https://t.co/jyyeuaspnd https://t.co/wehf7xtmll,../img/cPq-67W7_normal.jpg
female,"making a million friends is not a miracle, the miracle ia having one friend who will stand with you when millions are against you.",0084B4,https://pbs.twimg.com/profile_images/653640525870792704/LYNlkl0Q_normal.jpg,C0DEED,Nothing makes me want to cry more than the moment before my mental health test.. Except after my mental health test.,making a million friends is not a miracle the miracle ia having one friend who will stand with you when millions are against you.,nothing makes me want to cry more than the moment before my mental health test. except after my mental health test.,../img/LYNlkl0Q_normal.jpg
